,Title,Quality,Type,Price,Shipping,Returns
1046,JOHN CARPENTER THE MAN AND HIS MOVIES New Sealed DVD,Brand New,DVD,$5.84,Free,Free
1047,SHARKNADO Sealed New DVD,Brand New,DVD,$6.38,Free,Free
1048,JUST BEFORE DAWN New Sealed Blu-ray 1981,Brand New,Blu-ray Disc,$23.32,Free,Free
1049,"It: Chapter Two (Blu-ray Disc, 2019)",Pre-Owned,Blu-ray Disc,$7.75,Free,Unknown
1050,Hatchet [New DVD] Explicit,Brand New,DVD,$8.78,Free,Free
1051,"Spell [ New Blu-ray + Digital, Digital + SLIPCOVER NEW ",Brand New,Unknown,$9.99,Free,Unknown
1052,New ListingA Quiet Place (Blu Ray/ DVD 2018) Horror - Emily Blunt,New (Other),Blu-ray Disc,$7.99,Free,Unknown
1053,"Taste the Blood of Dracula (Blu-ray Disc, 2015) NEW Sealed, Free Shipping",Brand New,Blu-ray Disc,$11.99,Free,Free
1054,Sherlock Holmes: The Hound of the Baskervilles/Pursuit to Algiers,Pre-Owned,DVD,$4.99,Free,Unknown
1055,"The Exorcist 3 (Blu-ray Disc, 2014) NEW SEALED",Brand New,Blu-ray Disc,$14.44,Free,Unknown
1056,"10 to Midnight (Collector's Edition) [New Blu-ray] Collector's Ed, Widescreen",Brand New,Unknown,$27.96,Free,Free
1057,1408 [New Blu-ray],Brand New,Blu-ray Disc,$17.59,Free,Free
1058,New ListingMidnite Movies Double Feature DVD Gorilla at Large and Mystery on Monster Island,Pre-Owned,DVD,$15.50,Free,Unknown
1059,"Evil Night (Frightmares) [New DVD] Full Frame, NTSC Format",Brand New,DVD,$5.03,Free,Free
1060,"Father's Day [New DVD] Dolby, Widescreen",Brand New,DVD,$13.74,Free,Free
1061,The Veronica Mars Movie BLU-RAY Rob Thomas(DIR),Pre-Owned,Blu-ray Disc,$4.68,Free,Free
1062,Howling III [New Blu-ray] Widescreen,Brand New,Blu-ray Disc,$23.96,Free,Free
1063,Happy Death Day Blu-ray Jessica Rothe NEW,Brand New,Blu-ray/Dvd,$9.21,Free,Unknown
1064,"Grace (Blu-ray Disc, 2009) HORROR NEW SEALED",Brand New,Blu-ray Disc,$5.94,Free,Unknown
1065,Friday the 13th DVD Marcus Nispel(DIR) 2009,Pre-Owned,DVD,$4.42,Free,Free
1066,"Act of Valor DVD Mike ""Mouse"" McCoy(DIR)",Pre-Owned,DVD,$4.44,Free,Free
1067,Scare Package [New Blu-ray],Brand New,Unknown,$18.93,Free,Free
1068,"New ListingDark Shadows (Blu-ray Disc, 2012)",Pre-Owned,Blu-ray Disc,$3.99,Unknown,Unknown
1069,THE HAUNTING New Sealed Blu-ray 1963 Robert Wise,Brand New,Blu-ray Disc,$19.31,Free,Free
1070,"The Woman Eater 1958 (Womaneater) Horror, Sci-Fi, Classic DVD",New (Other),DVD,$11.99,Free,Free
1071,POSSUM New Sealed DVD,Brand New,DVD,$22.16,Free,Free
1072,STEPHEN KING MOVIES & TV COLLECTION New Sealed DVD 7 Features,Brand New,DVD,$21.68,Free,Free
1073,HALLOWEEN 4 THE RETURN OF MICHAEL MYERS New Sealed DVD,Brand New,DVD,$11.98,Free,Free
1074,The Final Destination - DVD - VERY GOOD,Pre-Owned,DVD,$4.39,Free,Free
1075,Friday the 13th DVD Marcus Nispel(DIR) 2009,Pre-Owned,DVD,$4.42,Free,Free
1076,IN THE MOUTH OF MADNESS New Sealed Blu-ray Sam Neill John Carpenter,Brand New,Blu-ray Disc,$19.32,Free,Free
1077,"Act of Valor DVD Mike ""Mouse"" McCoy(DIR)",Pre-Owned,DVD,$4.44,Free,Free
1078,Scare Package [New Blu-ray],Brand New,Unknown,$18.93,Free,Free
1079,"New ListingDark Shadows (Blu-ray Disc, 2012)",Pre-Owned,Blu-ray Disc,$3.99,Unknown,Unknown
1080,"New ListingBone Eater (DVD, 2008)",Pre-Owned,DVD,$3.00,Unknown,Unknown
1081,The Walking Dead: Season 9 [ Brand New DVD] Boxed Set & Fast FREE Shipping,Brand New,DVD,$18.99,Free,Unknown
1082,The Wolf Man Complete Legacy Collection DVD  NEW,Brand New,DVD,$18.46,Free,Unknown
1083,BRAHMS THE BOY II 2 New Sealed DVD Katie Holmes,Brand New,DVD,$12.99,Free,Free
1084,Cabin Fever DVD James DeBollo NEW,Brand New,DVD,$6.00,Free,Unknown
1085,Case 39 Blu-ray (New),Brand New,Blu-ray Disc,$7.49,Free,Unknown
1086,Dark Shadows - DVD - VERY GOOD,Pre-Owned,DVD,$4.00,Free,Free
1087,Blu-ray Lot #2 (Disc Only) $2.99 Each +Combined Shipping Discounts,Pre-Owned,Unknown,$2.99,Unknown,Unknown
1088,THE FOG NEW DVD,Brand New,DVD,$12.56,Free,Unknown
1089,Blu-Ray Lot - You Pick $3.25 DISC ONLY - After 1rst Rest Ship FREE -UPDATED 4-07,New (Other),Unknown,$3.25,Unknown,Unknown
1090,Final Destination: 5-Film Collection [New Blu-ray] Australia - Import,Brand New,Unknown,$27.79,Free,Free
1091,ROAD GAMES New Sealed Blu-ray Collector's Edition Stacy Keach Jamie Lee Curtis,Brand New,Blu-ray Disc,$29.30,Free,Free
1092,Keep Watching [DVD] NEW!,Brand New,DVD,$6.49,Free,Unknown
1093,Brand New & Barely Used Blu-rays and Collections - $2.50 to $20,New (Other),Unknown,$2.50 to $15.00,Unknown,Unknown
1094,New Listing*SEALED* THE BRAIN (1988) - Blu-ray SCREAM FACTORY,New (Other),Blu-ray Disc,$19.95,Free,Unknown
1095," ""PSYCHO""  Alfred Hitchcock - 4K UHD (Uncut & Theatrical) ""MINT""  ",New (Other),4K UHD Blu-ray Disc,$9.29,Unknown,Unknown
1096,Buffy the Vampire Slayer: Season 2 DVD Bruce Seth(DIR),Pre-Owned,DVD,$5.98,Free,Free
1097,The Little Stranger Blu-ray Ruth Wilson NEW,Brand New,Unknown,$16.20,Free,Unknown
1098,THRILLER  BORIS KARLOFF THE COMPLETE SERIES 14 DVD  Box Set New Free Shipping,Brand New,DVD,$34.95,Free,Free
1099,"It: Chapter Two (4K Ultra HD Blu-ray Disc ONLY, 2019) in 4K case w/ artwork",Pre-Owned,4K UHD Blu-ray Disc,$10.00,Free,Unknown
1100,"MADMAN (Region-Free Blu-Ray) Arrow, '80s Horror Classic - BRAND NEW!",Brand New,Blu-ray Disc,$20.95,Unknown,Unknown
1101,"Dressed to Kill [New Blu-ray] Ac-3/Dolby Digital, Dolby, Digital Theat",Brand New,Blu-ray Disc,$11.59,Free,Free
1102,"Arachnophobia  (DVD, 1999,)  Brand New Sealed",Brand New,DVD,$6.29,Free,Unknown
1103,My Soul to Take DVD Max Thieriot NEW,Brand New,DVD,$4.74,Free,Unknown
1104,MR. VAMPIRE (1985) Blu-Ray NEW (Region B Only / Not USA Compatible),Brand New,Blu-ray Disc,$29.99,Free,Free
1105,"US (2019) DVD, Jordan Peele, Winston Duke, Elisabeth Moss, New Sealed",Brand New,DVD,$7.99,Free,Free
1106,Martyrs [New DVD],Brand New,DVD,$16.24,Free,Free
1107,The Two Mrs. Carrolls [New DVD] Rmst,Brand New,DVD,$12.08,Free,Free
1108,"New ListingSaw (Blu-ray Disc, 2006)",New (Other),Blu-ray Disc,$5.00,Unknown,Unknown
1109,THE CLOVERFIELD 3 MOVIE COLLECTION New Blu-ray Cloverfield + 10 Lane + Paradox,Brand New,Blu-ray Disc,$17.26,Free,Free
1110,Not of This Earth (1957) Horror Sci-Fi Classic DVD,New (Other),DVD,$11.99,Free,Free
1111,Mary Shelley's Frankenstein DVD Andrew Marcus(DIR) 1994,Pre-Owned,DVD,$4.82,Free,Free
1112,Thirteen Ghosts Collector's Edition Blu Ray w/ Slipcover Sealed New,Brand New,Blu-ray Disc,$32.00,Unknown,Unknown
1113,Mission: Impossible: Ghost Protocol BLU-RAY Brad Bird(DIR) 2011,Pre-Owned,Blu-ray/Dvd,$5.22,Free,Free
1114,The Maze Runner BLU-RAY Wes Ball(DIR),Pre-Owned,Blu-ray Disc,$5.28,Free,Free
1115,"Flatliners (Blu-ray Disc, 2014, No Digital Copy)",Brand New,Blu-ray Disc,$9.59,Free,Free
1116,THEY ALL MUST DIE! NEW DVD,Brand New,DVD,$12.92,Free,Unknown
1117,"Wrong Turn 5: Bloodlines [New DVD] Ac-3/Dolby Digital, Dolby, Subtitle",Brand New,DVD,$8.63,Free,Free
1118,"Don't Open Till Christmas [New DVD] Rmst, NTSC Format",Brand New,DVD,$11.58,Free,Free
1119,New ListingThe Walking Dead Season 9 - BRAND NEW SEALED Blu-Ray 5 Disc Set + Digital Copy,Brand New,Blu-ray Disc,$19.75,Free,Unknown
1120,Spell (Blu-ray + NoDigital) Like New,New (Other),Unknown,$9.99,Free,Free
1121,The Car: Road to Revenge [New DVD],Brand New,DVD,$13.17,Free,Free
1122,Kingsglaive: Final Fantasy XV [Blu-ray],Brand New,Blu-ray Disc,$12.99,Free,Unknown
1123,Warlock 2: The Armageddon,Brand New,DVD,$13.11,Free,Unknown
1124,TALES FROM THE CRYPT + VAULT OF HORROR New Sealed Blu-ray Double Feature,Brand New,Blu-ray Disc,$19.07,Free,Free
1125,The Hitcher 2 - I've Been Waiting DVD Jake Busey NEW,Brand New,DVD,$9.35,Free,Unknown
1126,Curse of the Demon / Night of the Demon (Double Feature) New DVD! Ships Fast!,Brand New,DVD,$11.74,Free,Unknown
1127,"The Paul Lynde Halloween Special , Criss DVD",Pre-Owned,Unknown,$4.63,Free,Free
1128,"Beginning of the End (1957) Horror, Sci-Fi Classic DVD",New (Other),DVD,$11.99,Free,Free
1129,GODZILLA THE SHOWA-ERA FILMS 1954–1975 The Criterion Collection Blu-ray,Brand New,Blu-ray Disc,$155.73,Free,Unknown
1130,Dreamcatcher - Dreamcatcher [New Blu-ray] Dolby,Brand New,Blu-ray Disc,$10.49,Free,Free
1131,"Attack of the 50-Foot Woman [New DVD] Full Frame, Mono Sound",Brand New,DVD,$17.67,Free,Free
1132,ALICE SWEET ALICE New Sealed DVD Arrow Video Brooke Shields,Brand New,DVD,$16.29,Free,Free
1133,"New ListingChaos (DVD, 2006) brutal horror movie",New (Other),DVD,$8.97,Unknown,Unknown
1134,"New ListingChaos (DVD, 2006) brutal horror movie",New (Other),DVD,$8.97,Unknown,Unknown
1135,New ListingGodzilla The Showa-Era Films 1954-1975 Criterion Collection Blu-ray set lot,New (Other),Blu-ray Disc,$149.97,Free,Unknown
1136,Quarantine - DVD - VERY GOOD,Pre-Owned,DVD,$4.00,Free,Free
1137,Apollo 18 - DVD - VERY GOOD,Pre-Owned,DVD,$4.22,Free,Free
1138,Come Play Blu-ray Winslow Fegley NEW,Brand New,Unknown,$19.95,Free,Unknown
1139,"Blood of the Vampire (1958) Sci-Fi, Horror Classic DVD",New (Other),DVD,$11.99,Free,Free
1140,"The Fly [New Blu-ray] Dolby, Digital Theater System, Widescreen, Icons",Brand New,Blu-ray Disc,$9.34,Free,Free
1141,NEW Blood on Satan's Claw Blu-ray + CD Slipcover Limited Edition Horror OOP,Brand New,Blu-ray Disc,$59.95,Free,Free
1142,CHEAP BLU RAYS // 140+ to choose from // Build your own bundle & SAVE,Pre-Owned,Unknown,$2.00 to $8.00,Unknown,Unknown
1143,Saw VI DVD Kevin Greutert(DIR) 2009,Pre-Owned,DVD,$4.73,Free,Free
1144,Doctor Sleep (4K Ultra HD + Blu-ray + Digital) [Brand New] Stephen King Ewen,Brand New,4K UHD Blu-ray Disc,$15.99,Free,Unknown
1145,When a Stranger Calls DVD,Pre-Owned,Unknown,$5.18,Free,Free
1146,Firestarter Blu-ray Drew Barrymore NEW,Brand New,Blu-ray Disc,$9.35,Free,Unknown
1147,The Mortal Instruments: City of Bones BLU-RAY Harald Zwart(DIR) 2013,Pre-Owned,Blu-ray/Dvd,$4.86,Free,Free
1148,THE DEAD ZONE COMPLETE TV SERIES ALL 6 SEASONS New Sealed DVD 1 2 3 4 5 6,Brand New,DVD,$23.49,Free,Free
1149,Midnite Movies Double Feature: What's the Matter with Helen?/Whoever Slew Auntie,Brand New,DVD,$8.50,Free,Unknown
1150,Tromas WAR Horror Cult Classic 1988 Blu-Ray Movie,Brand New,Blu-ray/Dvd,$17.50,Free,Unknown
1151,Carrie Triple Feature: Carrie (1976) / The Rage: Carrie 2 / Carrie (2002) [New D,Brand New,DVD,$13.95,Free,Free
1152,"30 Days of Night (DVD, 2008), Josh Hartnett, Melissa George",Pre-Owned,DVD,$4.09,Free,Free
1153,New ListingBuffy the Vampire Slayer Complete Series DVD Box Set Collection 20th Anniversary,Brand New,DVD,$67.49,Unknown,Unknown
1154,FROM DUSK TILL DAWN (BLU-RAY/1996/WS/THEATRICAL VERSION),Brand New,Unknown,$11.99,Free,Free
1155,"Pick Your Movies, Shipping is a flat $3, save when you buy more then 1 dvd PT.3",Pre-Owned,Unknown,$2.50,Unknown,Unknown
1156,"Horsehead (DVD, 2014) NEW SEALED",Brand New,DVD,$8.49,Free,Unknown
1157,"Wild Zero [New DVD] Subtitled, Widescreen",Brand New,DVD,$19.61,Free,Free
1158,"High Tension (Director's Cut) [New Blu-ray] Director's Cut/Ed, Dubbed,",Brand New,Blu-ray Disc,$13.79,Free,Free
1159,"Unhinged (DVD, 2020, Lionsgate) Russell Crowe/Caren Pistorus!",Brand New,DVD,$8.95,Free,Unknown
1160,New ListingSomeone's Watching Me! Collector's Edition (Blu Ray),Brand New,Blu-ray Disc,$22.99,Unknown,Unknown
1161,Final Destination: Collection DVD David Ellis(DIR),Pre-Owned,DVD,$4.87,Free,Free
1162,"The Descent (Unrated) [New Blu-ray] Ac-3/Dolby Digital, Dolby, Subtitled, Unra",Brand New,Blu-ray Disc,$12.84,Free,Free
1163,Dracula (1931) Blu-ray Bela Lugosi NEW,Brand New,Blu-ray Disc,$13.99,Free,Unknown
1164,Book of Shadows: Blair Witch 2 DVD Bill Carraro(DIR) 2000,Pre-Owned,DVD,$5.88,Free,Free
1165,Needlestick DVD - NEW SEALED,Brand New,DVD,$6.79,Free,Unknown
1166,"Samson and Delilah [New DVD] Full Frame, Subtitled, Dubbed",Brand New,Blu-ray Disc,$11.36,Free,Free
1167,"Maniac Cop 3: Badge of Silence [New Blu-ray] With DVD, Ac-3/Dolby Digital, Dig",Brand New,Blu-ray/Dvd,$25.52,Free,Free
1168,"New ListingUrban Legend (Blu-ray, 2-disc, Collector's Edition, Scream Factory, Slasher)",New (Other),Blu-ray Disc,$29.99,Free,Unknown
1169,Beware! The Blob (aka Son of Blob) [New DVD],Brand New,DVD,$14.72,Free,Free
1170,"New ListingIt! The Terror From Beyond Space (DVD, 2001) MGM Midnite Movies 1958. Not Rated",Pre-Owned,DVD,$9.99,Unknown,Unknown
1171,Jaws BLU-RAY Steven Spielberg(DIR) 1975,Pre-Owned,Blu-ray/Dvd,$6.11,Free,Free
1172,Jungle Holocaust [New Blu-ray] Special Ed,Brand New,Unknown,$24.06,Free,Free
1173,"Bram Stoker's Dracula [New DVD] Collector's Ed, Dolby, Dubbed, Subtitl",Brand New,DVD,$8.98,Free,Free
1174,Freaky Blu-Ray/dvd .No Digital BOGO 20% Off Vince Vaughn ,New (Other),Blu-ray Disc,$14.99,Free,Unknown
1175,"What's the Matter with Helen/Whoever Slew Auntie Roo (DVD, 2002) MGM Midnite New",Brand New,DVD,$9.99,Free,Unknown
1176,"The Sixth Sense (DVD, 2000, Collectors Series), Widescreen, Bruce Willis",Pre-Owned,DVD,$4.10,Free,Free
1177,The Mummy Ultimate Collection Blu-ray (NO DIGITAL)Trilogy + Scorpion King Action,New (Other),The Mummy (1999 film),$12.99,Unknown,Unknown
1178,"Dead Again in Tombstone (Blu-ray + Digital, 2017) NEW SEALED Danny Trejo",Brand New,Blu-ray Disc,$11.00,Free,Unknown
1179,THE OUIJA COLLECTION (DVD) 3 Films Ouija Experiment Resurrection Summoning,Brand New,DVD,$4.89,Unknown,Unknown
1180,"Paranormal Activity: The Ghost Dimension (DVD, 2016)",Brand New,DVD,$1.50,Unknown,Unknown
1181,"The Insatiable [New DVD] Full Frame, Subtitled",Brand New,DVD,$3.99,Free,Free
1182,Mama DVD Andy Muschietti(DIR),Pre-Owned,DVD,$4.43,Free,Free
1183,Insidious DVD James Wan(DIR),Pre-Owned,DVD,$4.06,Free,Free
1184,Gamera: The Heisei Era Collection (4-Disc Special Edition) [Blu-ray],Brand New,Unknown,$63.72,Free,Unknown
1185,"Repo the Genetic Opera [New Blu-ray] Ac-3/Dolby Digital, Dolby, Digita",Brand New,Blu-ray Disc,$10.03,Free,Free
1186,BEFORE I WAKE (2016) Blu-Ray Import BRAND NEW (German Package/English Audio),Brand New,Blu-ray Disc,$19.99,Free,Free
1187,"Mystery Road (DVD, 2014) (WGU01525D)",Brand New,DVD,$11.99,Free,Unknown
1188,"New ListingDracula (Blu-ray Disc, 2014) New Sealed Free Shipping",Brand New,Blu-ray Disc,$19.85,Free,Unknown
1189,Maneater Triple Feature: Maneater/In the Spider's Web/Blood Monkey [DVD] NEW!,Brand New,DVD,$5.99,Free,Unknown
1190,PSP UMD Movies Great Selection,Pre-Owned,Unknown,$4.99 to $12.99,Free,Free
1191,1408 DVD Mikael H fstr m(DIR) 2007,Pre-Owned,DVD,$5.13,Free,Free
1192,Dead Heat [New DVD],Brand New,DVD,$11.49,Free,Free
1193,"House II: The Second Story - Special Edition (Blu-ray, 1987, Region Free) *NEW*",Brand New,Blu-ray Disc,$19.79,Free,Free
1194,"The Tingler [New DVD] Anniversary Ed, Widescreen",Brand New,DVD,$9.91,Free,Free
1195,DEEPSTAR SIX New Sealed DVD,Brand New,DVD,$9.73,Free,Free
1196,Identity - DVD - VERY GOOD,Pre-Owned,DVD,$3.89,Free,Free
1197,Fast Five [Widescreen] [Slipsleeve] [Rated/Not Rated Versions] DVD Justin,Pre-Owned,DVD,$4.09,Free,Free
1198,HALLOWEEN 5 THE REVENGE OF MICHAEL MYERS New Sealed DVD,Brand New,DVD,$10.00,Free,Free
1199,Dog Soldiers [New Blu-ray] Collector's Ed,Brand New,Blu-ray/Dvd,$18.87,Free,Free
1200,"The Tingler [New DVD] Anniversary Ed, Widescreen",Brand New,DVD,$9.91,Free,Free
1201,Young Sherlock Holmes DVD Andrew Grieve(DIR) 1985,Pre-Owned,DVD,$5.24,Free,Free
1202,"The Changeling (DVD,2000,Widescreen) George C. Scott,Brand New Factory Sealed!",Brand New,DVD,$8.97,Free,Unknown
1203,PSP UMD Movies Great Selection,Pre-Owned,Unknown,$4.99 to $12.99,Free,Free
1204,1408 DVD Mikael H fstr m(DIR) 2007,Pre-Owned,DVD,$5.13,Free,Free
1205,Maneater Triple Feature: Maneater/In the Spider's Web/Blood Monkey [DVD] NEW!,Brand New,DVD,$5.99,Free,Unknown
1206,Dead Heat [New DVD],Brand New,DVD,$11.49,Free,Free
1207,"House II: The Second Story - Special Edition (Blu-ray, 1987, Region Free) *NEW*",Brand New,Blu-ray Disc,$19.79,Free,Free
1208,Leprechaun / Leprechaun 2 / Leprechaun 3 / Leprechaun 4 [New DVD] Subt,Brand New,DVD,$8.40,Free,Free
1209,JOY RIDE NEW DVD,Brand New,DVD,$6.97,Free,Unknown
1210,MEGA PIRANHA (BluRay) Movie HORROR Tiffany BARRY WILLIAMS Factory SEALED New,Brand New,Blu-ray Disc,$4.57,Free,Unknown
1211,JEEPERS CREEPERS 1 & 2 (DVD) BRAND NEW SEALED DOUBLE FEATURE WIDESCREEN HORROR,Brand New,DVD,$11.95,Free,Free
1212,RETURN OF THE LIVING DEAD PART II 2 New Sealed Blu-ray Collector's Edition,Brand New,Blu-ray Disc,$30.31,Free,Free
1213,The Skeleton Key (Full Screen Edition) - DVD - VERY GOOD,Pre-Owned,DVD,$4.30,Free,Free
1214,TRICK 'R TREAT New Sealed DVD,Brand New,DVD,$9.25,Free,Free
1215,New ListingThe Dead / The Dead 2 Bluray Like New no scratches ,Pre-Owned,Blu-ray Disc,$20.00,Free,Unknown
1216,"New ListingSilent Night, Zombie Night (Blu-ray Disc, 2011)",Pre-Owned,Blu-ray Disc,$4.99,Unknown,Unknown
1217,Jesse Stone: Innocents Lost DVD Dick Lowry(DIR) 2011,Pre-Owned,DVD,$4.47,Free,Free
1218,Body Bags Collector's Edition (Blu Ray),Brand New,Blu-ray Disc,$21.99,Unknown,Unknown
1219,The Blob 1988 Christine 1983 Fright Night 1985 Seventh Sign NEW,Brand New,DVD,$13.01,Free,Free
1220,"New ListingSAW (DVD, WIDESCREEN, 2004) FREE SAME-DAY SHIPPING!",Pre-Owned,DVD,$3.10,Free,Unknown
1221,The Premature Burial [New DVD],Brand New,DVD,$15.60,Free,Free
1222,DEADTIME STORIES New Sealed Blu-ray + DVD Combo Pack,Brand New,Blu-ray Disc,$17.96,Free,Free
1223,Psycho Circus: 3 Rings of Terror Brotherhood of Satan / Torture Garden / Creep,Brand New,Blu-ray Disc,$2.99,Unknown,Unknown
1224,Hannibal (Blu-ray Disc) - Brand New Sealed,Brand New,Blu-ray Disc,$9.45,Free,Unknown
1225,See No Evil 2 [New Blu-ray],Brand New,Blu-ray Disc,$12.53,Free,Free
1226,Jesse Stone Collection: Volume 2 [New DVD],Brand New,DVD,$13.97,Free,Free
1227,Resident Evil: Afterlife BLU-RAY Paul W.S. Anderson(DIR) 2010,Pre-Owned,Blu-ray Disc,$5.89,Free,Free
1228,"New ListingHalloween (Blu-ray Disc, 2007)",Pre-Owned,Blu-ray Disc,$4.99,Unknown,Unknown
1229,"3 From Hell (DVD, 2019)",Brand New,DVD,$5.99,Unknown,Free
1230,Becky [New Blu-ray],Brand New,Unknown,$14.54,Free,Free
1231,The Devil's Rejects - DVD - (disc only),Pre-Owned,DVD,$2.90,Free,Unknown
1232,I KNOW WHAT YOU DID LAST SUMMER New Sealed DVD,Brand New,DVD,$8.83,Free,Free
1233,"Dream Lover [New DVD] Mono Sound, Widescreen",Brand New,DVD,$12.58,Free,Free
1234,POLTERGEIST II 2 Blu-Ray Collector's Edition | Scream Factory | Rare & OOP,Brand New,Blu-ray Disc,$49.99,Unknown,Unknown
1235,MAUSOLEUM New Sealed Blu-ray + DVD 1983 Marjoe Gortner,Brand New,Blu-ray Disc,$27.81,Free,Free
1236,American Assassin [New DVD] Widescreen,Brand New,DVD,$5.80,Free,Unknown
1237,Psycho II / Psycho III / Psycho IV The Beginning DVD  NEW,Brand New,DVD,$9.35,Free,Unknown
1238,New ListingScream And Scream Again Bluray 1970 TWILIGHT TIME Limited Like NEW No scratches,New (Other),Blu-ray Disc,$25.00,Free,Unknown
1239,Psycho Goreman [New DVD],Brand New,DVD,$18.78,Free,Free
1240,The Great American Serial Killer - Shocking True Crime Horror Gore DVD - NEW,Brand New,DVD,$8.98,Unknown,Unknown
1241,Final Destination DVD James Wong(DIR) 2000,Pre-Owned,DVD,$3.96,Free,Free
1242,The Texas Chainsaw Massacre DVD Marcus Nispel(DIR) 2003,Pre-Owned,DVD,$4.68,Free,Free
1243,Jason X Scream Factory Blu-ray Disc Only *CORRECTED VERSION* BRAND NEW,Brand New,Blu-ray Disc,$24.49,Unknown,Unknown
1244,PULSE (2001) Kiyoshi Kurosawa Blu-Ray BRAND NEW Free Ship ,Brand New,Blu-ray Disc,$23.99,Free,Free
1245,"Dracula Untold [New DVD] Slipsleeve Packaging, Snap Case",Brand New,DVD,$9.37,Free,Free
1246,You Pick / Choose HORROR DVD $3.00 Shipping (Will Combine Shipping),Pre-Owned,Unknown,$1.79,Unknown,Unknown
1247,Class of 1999 (Vestron Video Collector's Series) [New Blu-ray] Digital,Brand New,Blu-ray Disc,$26.74,Free,Free
1248,Hellraiser Complete Movies Collection Series 1-10 Movie w/ Judgement NEW DVD SET,Brand New,Unknown,$92.95,Free,Unknown
1249,The Innkeepers [Region 1]   *** NEW DVD***,Brand New,DVD,$13.15,Unknown,Unknown
1250,"It (Blu-ray/DVD, 2018, 2-Disc Set) PART 1 REMAKE BRAND NEW W/ FAST FREE SHIPPING",Brand New,DVD,$8.75,Free,Unknown
1251,Deep Blue Sea DVD Renny Harlin(DIR) 1999,Pre-Owned,DVD,$4.83,Free,Free
1252,Pirates of the Caribbean: At World's End BLU-RAY Gore Verbinski(DIR) 2007,Pre-Owned,Unknown,$5.49,Free,Free
1253,Antebellum DVD Horror New & Sealed Janelle Monae Free Shipping ,Brand New,DVD,$7.50,Unknown,Unknown
1254,"Classic Mystery Collection 13 Features DVD John Howard, Boris Karloff",Brand New,DVD,$5.79,Free,Free
1255,New ListingPoltergeist DVD 1999,Pre-Owned,DVD,$2.99,Unknown,Unknown
1256,MACABRE (1980) Limited Edition Blu-Ray BRAND NEW Free Ship (USA Compatible),Brand New,Blu-ray Disc,$28.99,Free,Free
1257,New ListingBook of Blood/Midnight Meat Train Bluray No Scratches ,Pre-Owned,Blu-ray Disc,$13.00,Free,Unknown
1258,28 Days Later (Full Screen Edition) - DVD - VERY GOOD,Pre-Owned,DVD,$3.95,Free,Free
1259,The Exorcist (The Version You've Never Seen) - DVD - VERY GOOD,Pre-Owned,DVD,$4.68,Free,Free
